# Dizionario nomi di vino — formato: nome;produttore;regione
# Le righe che iniziano con # vengono ignorate.
# Seed iniziale: denominazioni italiane note + alcuni vini famosi.
# A ogni release puoi accodare i nomi confermati dal dizionario
# collaborativo (vedi supabase/dizionario-vini.sql) e alzare
# _assetVersion in lib/services/dictionary_service.dart.
Ca' de' Rocchi Bardolino;Tinazzi;Bardolino
Ca' de' Rocchi Corvina;Tinazzi;Verona
Ca' de' Rocchi Corvè Corvina della Provincia di Verona;Tinazzi;Verona
Ca' de' Rocchi Custoza;Tinazzi;Bianco di Custoza
Ca' de' Rocchi Dugal Cabernet Sauvignon-Merlot;Tinazzi;Veneto
Ca' de' Rocchi Pinot Grigio;Tinazzi;Veneto
Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè;Tinazzi;Valpolicella Ripasso
Ca' del Buc Barbera d'Asti;De Forville;Barbera d'Asti
Ca' del Buc Chardonnay Piemonte;De Forville;Langhe
Ca' del Giovane Rosso Veronese;Pietro Clementi;Rosso Veronese
Ca' del Laito Valpolicella Ripasso Superiore;Bussola;Valpolicella Ripasso
Ca' del Mato Amarone della Valpolicella Classico;Ceschi Brugnoli;Amarone della Valpolicella Classico
Ca' del Toscanello Toscana Rosso;Govone;Piemonte
Ca' di Mori Montaer Valpolicella Ripasso Classico Superiore;Cantina di Castelnuovo del Garda;Valpolicella Ripasso Classico
Ca' di Mori Ragaiol Soave Classico;Cantina di Castelnuovo del Garda;Soave Classico
Ca' di Pian Barbera d'Asti;La Spinetta;Barbera d'Asti
Ca' di Pietra Selection Lagrein;Oxenreiter;Südtirol-Alto Adige
Ca' du Sindic Brachetto;Sergio Grimaldi;Piemonte
Ca' du Sindic Moscato d'Asti;Sergio Grimaldi;Moscato d'Asti
Ca' du Sindic Ventuno Brut Rosé;Sergio Grimaldi;Piemonte
Ca' du Sindic Ventuno Brut;Sergio Grimaldi;Piemonte
Ca' Fischele Gambellara;Dal Maso;Gambellara
Ca' Florian Amarone della Valpolicella Classico Riserva;Tommasi;Valpolicella
Ca' Florian Amarone;Tommasi;Valpolicella
Ca' Grande Sangiovese-Cabernet Sauvignon;Umberto Cesari;Emilia-Romagna
Ca' La Mandrana Gran Bruciati Barbera d'Asti Superiore;Cantine Cavallotti;Asti
Ca' Nova Bardolino Classico;Sartori di Verona;Bardolino
Ca' Vegar Bardolino Classico;Cantina di Castelnuovo del Garda;Bardolino
Ca' Vegar Custoza;Cantina di Castelnuovo del Garda;Veneto
Ca' Vegar Pinot Grigio;Cantina di Castelnuovo del Garda;Garda
Ca' Visco Soave Classico;Coffele;Soave Classico
Ca' Viti Orvieto Classico Superiore;Cantine Neri;Orvieto
Ca'De Na' Soave Classico;Domini Veneti;Veneto
Ca'Fiorita Ribolla Gialla;Piera Martellozzo;Trentino-Alto Adige
Ca'Grande Sangiovese Superiore;Umberto Cesari;Emilia-Romagna
Ca'Linverno Rosso;Monte Zovo;Rosso Veronese
Ca'Marcanda Bolgheri;Gaja;Bolgheri
Ca'Marcanda Magari;Gaja;Piemonte
Ca'Marcanda Promis Toscana;Gaja;Toscana
Ca'Marcanda Vistamare Toscana;Gaja;Toscana
Ca'Nova Lugana;Cecilia Beretta;Lugana
Cab Franc Colli Berici Cabernet Franc;La Giareta;Colli Berici
Cabaletta Rosso delle Venezie;Tenute Fiorebelli;Delle Venezie
Cabaneira;Massimo Penna Viticoltore;Piemonte
Cabané Langhe Rosso;Cantine Povero;Langhe
Cabaret Rosé;Il Moralizzatore;Veneto
Cabernet Blend;Colutta;Colli Orientali del Friuli
Cabernet Collio;Pighin;Friuli-Venezia Giulia
Cabernet Crown Domains;Bressan;Friuli-Venezia Giulia
Cabernet del Veneto;Savian;Veneto
Cabernet del Veneto;Toser;Veneto
Cabernet delle Venezie;Giordano;Delle Venezie
Cabernet delle Venezie;Sartori di Verona;Delle Venezie
Cabernet Feudo della Regina;Dal Bello;Veneto
Cabernet Franc Carso;Castelvecchio;Carso
Cabernet Franc;Albafiorita;Delle Venezie
Cabernet Franc;Belcorvo;Veneto
Cabernet Franc;Borgo Magredo;Friuli-Venezia Giulia
Cabernet Franc;Bortoluzzi;Friuli-Venezia Giulia
Cabernet Franc;Corte Pitora;Veneto
Cabernet Franc;De Tarczal;Trentino
Cabernet Franc;Dorigo;Friuli-Venezia Giulia
Cabernet Franc;I Gadi;Veneto
Cabernet Franc;La Buse dal Lôf;Friuli-Venezia Giulia
Cabernet Franc;La Ginestra;Collio
Cabernet Franc;Le Pianure;Venezia
Cabernet Franc;Livon;Friuli-Venezia Giulia
Cabernet Franc;Luisa;Friuli-Venezia Giulia
Cabernet Franc;Masut Da Rive;Friuli-Venezia Giulia
Cabernet Franc;Monte Luce;Veneto
Cabernet Franc;Podere dei Nidran;Veneto
Cabernet Franc;Poggio Argentiera;Maremma Toscana
Cabernet Franc;Santa Margherita;Venezia
Cabernet Franc;Specogna;Colli Orientali del Friuli
Cabernet Franc;Terre di Rai;Veneto
Cabernet Franc;Zorzettig Vini;Colli Orientali del Friuli
Cabernet Friuli Aquileia;Zonin;Veneto
Cabernet Istrice;Elena Walch;Südtirol-Alto Adige
Cabernet Primo Amore;Zonin;Veneto
Cabernet Riserva Mumelter;Cantina Bolzano / Kellerei Bozen;Südtirol-Alto Adige
Cabernet Riserva Siemegg;Terlan (Terlano);Südtirol-Alto Adige
Cabernet Riserva;Alois Lageder;Südtirol-Alto Adige
Cabernet Riserva;Erbhof Unterganzner;Südtirol-Alto Adige
Cabernet Riserva;La Viarte;Friuli-Venezia Giulia
Cabernet Riserva;Malojer Gummerhof;Südtirol-Alto Adige
Cabernet Sant'Antimo Olmaia;Col d'Orcia;Sant'Antimo
Cabernet Sauvignon Alto Adige Riserva Castel Ringberg;Elena Walch;Südtirol-Alto Adige
Cabernet Sauvignon Alto Adige;J. Hofstätter;Trentino-Alto Adige
Cabernet Sauvignon Borgo Tesis;Fantinel;Friuli Grave
Cabernet Sauvignon Colli Orientali Del Friuli Riserva;Azienda Agricola Benincasa;Friuli-Venezia Giulia
Cabernet Sauvignon delle Venezie;Bolla;Delle Venezie
Cabernet Sauvignon delle Venezie;Buona Fortuna;Delle Venezie
Cabernet Sauvignon delle Venezie;Valbello;Delle Venezie
Cabernet Sauvignon delle Venezie;Valmarone;Delle Venezie
Cabernet Sauvignon delle Venezie;Vigneti;Veneto
Cabernet Sauvignon delle Venezie;Villa Mura;Veneto
Cabernet Sauvignon Dolce;Corbellò;Terre Siciliane
Cabernet Sauvignon Garda;S. Cristina;Veneto
Cabernet Sauvignon Lazio Rosso;Casale del Giglio;Lazio
Cabernet Sauvignon Lison Pramaggiore;Santa Margherita;Lison-Pramaggiore
Cabernet Sauvignon Maremma Toscana;Cantina I Vini Di Maremma;Maremma Toscana
Cabernet Sauvignon Marina Cvetic;Masciarelli;Abruzzo
Cabernet Sauvignon Montello e Colli Asolani;Loredan Gasparini;Montello e Colli Asolani
Cabernet Sauvignon Regaleali;Tasca d'Almerita;Sicilia
Cabernet Sauvignon Reserva Alto Adige;J. Hofstätter;Trentino-Alto Adige
Cabernet Sauvignon Sanrocco;Principi di Butera;Terre Siciliane
Cabernet Sauvignon Serra Brada;Mandrarossa;Sicilia
Cabernet Sauvignon Sicilia;Feudo Arancio;Sicilia
Cabernet Sauvignon Sicilia;Settesoli;Terre Siciliane
Cabernet Sauvignon Toscana Collezione Privata;Isole e Olena;Toscana
Cabernet Sauvignon Umbria;La Carraia;Umbria
Cabernet Sauvignon Umbria;Lungarotti;Umbria
Cabernet Sauvignon Veneto Orientale;Santa Margherita;Veneto
Cabernet Sauvignon Veneto Pramonte;Lenotti;Veneto
Cabernet Sauvignon Veneto;Cornaro;Veneto
Cabernet Sauvignon Veneto;Le Poesie;Veneto
Cabernet Sauvignon Veneto;Monte Tondo;Veneto
Cabernet Sauvignon Veneto;Murari;Veneto
Cabernet Sauvignon Veneto;Natale Verga;Lombardia
Cabernet Sauvignon Venezia;Villa Sandi;Venezia
Cabernet Sauvignon-Cabernet Franc;Amor di Vigna;Emilia-Romagna
Cabernet Sauvignon-Corvina Veneto Vinaie Selezione Di Famiglia;Tinazzi;Veneto
Cabernet Sauvignon-Corvina;Folonari;Verona
Cabernet Sauvignon-Merlot;6 Sei Corone;Terre Siciliane
Cabernet Sauvignon-Merlot;Baby Super Tuscan;Toscana
Cabernet Sauvignon-Merlot;Principato;Delle Venezie
Cabernet Sauvignon-Montepulciano Marche Barocco;Moncaro;Marche
Cabernet Sauvignon-Nero d'Avola;Rosso di Notte;Terre Siciliane
Cabernet Sauvignon-Shiraz Sicilia Accademia del Sole;Calatrasi;Terre Siciliane
Cabernet Sauvignon;Alma Romana;Delle Venezie
Cabernet Sauvignon;Alverdi;Delle Venezie
Cabernet Sauvignon;Antica Panacea;Abruzzo
Cabernet Sauvignon;Arcaia;Delle Venezie
Cabernet Sauvignon;Badissa;Piemonte
Cabernet Sauvignon;Borgo Magredo;Friuli-Venezia Giulia
Cabernet Sauvignon;Borsari;Veneto
Cabernet Sauvignon;Bortoluzzi;Friuli-Venezia Giulia
Cabernet Sauvignon;Bosco dei Cirmioli;Delle Venezie
Cabernet Sauvignon;Ca' Donini;Veneto
Cabernet Sauvignon;Campo alle Comete;Toscana
Cabernet Sauvignon;Cantina Colomba Bianca;Sicilia
Cabernet Sauvignon;Casarsa;Delle Venezie
Cabernet Sauvignon;Cassal del Ronco;Delle Venezie
Cabernet Sauvignon;Castellani;Toscana
Cabernet Sauvignon;Cecchetto Giorgio;Veneto
Cabernet Sauvignon;Conselve-Sansovino;Veneto
Cabernet Sauvignon;Conti di Reforte;Terre Siciliane
Cabernet Sauvignon;Cope Hill;Delle Venezie
Cabernet Sauvignon;Corte Alla Flora;Toscana
Cabernet Sauvignon;Corte Pitora;Veneto
Cabernet Sauvignon;D'Vine;Delle Venezie
Cabernet Sauvignon;Donna Francesca;Veneto
Cabernet Sauvignon;Dorigo;Friuli-Venezia Giulia
Cabernet Sauvignon;Ermacora;Friuli-Venezia Giulia
Cabernet Sauvignon;Essenza Siciliana;Terre Siciliane
Cabernet Sauvignon;Fazio;Sicilia
Cabernet Sauvignon;Fina;Sicilia
Cabernet Sauvignon;Frassino;Veneto
Cabernet Sauvignon;Girlan;Südtirol-Alto Adige
Cabernet Sauvignon;Grigolli;Trentino
Cabernet Sauvignon;I Castelli di Romeo e Giulietta;Veneto
Cabernet Sauvignon;I Corleonesi;Terre Siciliane
Cabernet Sauvignon;I Feudi di Romans;Friuli Isonzo
Cabernet Sauvignon;Il Gaggio;Terre Siciliane
Cabernet Sauvignon;Il Nido;Abruzzo
Cabernet Sauvignon;Invino;Venezia
Cabernet Sauvignon;Isola d'Oro;Terre Siciliane
Cabernet Sauvignon;Isola;Marche
Cabernet Sauvignon;L'Albero della Vita;Terre Siciliane
Cabernet Sauvignon;La Buse dal Lôf;Friuli-Venezia Giulia
Cabernet Sauvignon;La Delizia Aquila;Veneto
Cabernet Sauvignon;La Frassina;Venezia
Cabernet Sauvignon;La Gondola;Veneto
Cabernet Sauvignon;La Lecciaia;Toscana
Cabernet Sauvignon;Lc Villa;Abruzzo
Cabernet Sauvignon;Le Siepi di San Giovanni;Emilia-Romagna
Cabernet Sauvignon;Livon;Friuli-Venezia Giulia
Cabernet Sauvignon;Luisa;Friuli-Venezia Giulia
Cabernet Sauvignon;Marion;Verona
Cabernet Sauvignon;Masut Da Rive;Friuli-Venezia Giulia
Cabernet Sauvignon;Monte Luce;Veneto
Cabernet Sauvignon;Murgo;Terre Siciliane
Cabernet Sauvignon;Nadarìa;Terre Siciliane
Cabernet Sauvignon;Nanni;Emilia-Romagna
Cabernet Sauvignon;Oneglass;Delle Venezie
Cabernet Sauvignon;Paladin;Delle Venezie
Cabernet Sauvignon;Palazzo Nobile;Chianti
Cabernet Sauvignon;Pighin;Friuli Grave
Cabernet Sauvignon;Planeta;Terre Siciliane
Cabernet Sauvignon;Podere dei Nidran;Veneto
Cabernet Sauvignon;Poderi delle Rose;Emilia-Romagna
Cabernet Sauvignon;Porta Palo;Terre Siciliane
Cabernet Sauvignon;Principe di Corleone;Terre Siciliane
Cabernet Sauvignon;Rondone;Terre Siciliane
Cabernet Sauvignon;San Giovanni di Perini;Veneto
Cabernet Sauvignon;Siema Vineyards;Veneto
Cabernet Sauvignon;Solarita;Trevenezie
Cabernet Sauvignon;Specogna;Colli Orientali del Friuli
Cabernet Sauvignon;Stemmari;Sicilia
Cabernet Sauvignon;Tarucco-Geraci;Terre Siciliane
Cabernet Sauvignon;Tenute di Stefano;Terre Siciliane
Cabernet Sauvignon;Teresa Rizzi;Delle Venezie
Cabernet Sauvignon;Terre dei Dogi;Delle Venezie
Cabernet Sauvignon;Terre di Bacco;Delle Venezie
Cabernet Sauvignon;Terre di Giafar;Terre Siciliane
Cabernet Sauvignon;Tramin;Trentino-Alto Adige
Cabernet Sauvignon;Vigne Il Giardino;Delle Venezie
Cabernet Sauvignon;Villa Alberti;Veneto
Cabernet Sauvignon;Villa Chiòpris;Friuli-Venezia Giulia
Cabernet Sauvignon;Villa Contea;Sicilia
Cabernet Sauvignon;Villa Mura;Veneto
Cabernet Sauvignon;Villa Pampini;Valpolicella
Cabernet Sauvignon;Villa Pozzi;Terre Siciliane
Cabernet Sauvignon;Villa Russiz;Collio
Cabernet Sauvignon;Villa Sandi;Veneto
Cabernet Sauvignon;Vitese;Terre Siciliane
Cabernet Sauvignon;Viva Palazzo;Delle Venezie
Cabernet Südtirol-Alto Adige;Kellerei . Cantina KALTERN;Trentino-Alto Adige
Cabernet Varietale di Salerno;Mila Vuolo;Colli di Salerno
Cabernet Veneto;Botter;Veneto
Cabernet Veneto;Cadis;Veneto
Cabernet Veneto;Torresella;Veneto
Cabernet Veneto;Vivolo di Sasso;Veneto
Cabernet-Merlot delle Venezie;Pasqua Vigneti e Cantine;Delle Venezie
Cabernet-Merlot;Ca' del Doge;Delle Venezie
Cabernet-Merlot;Monte Bello;Delle Venezie
Cabernet-Merlot;Torri d'Oro;Puglia
Cabernet-Merlot;Villa Floriano;Venezia
Cabernet-Syrah;Corte Reale;Veneto
Cabernet;Cantina Bolzano / Kellerei Bozen;Südtirol-Alto Adige
Cabernet;Cantina Colli Morenici;Garda
Cabernet;Cantina Kurtatsch;Südtirol-Alto Adige
Cabernet;Cantine Minini;Lazio
Cabernet;Conte d'Attimis Maniago;Friuli-Venezia Giulia
Cabernet;Cornalé;Veneto
Cabernet;Corte delle Rose;Delle Venezie
Cabernet;Dal Maso;Veneto
Cabernet;Desmonta;Arcole
Cabernet;di Lenardo;Friuli-Venezia Giulia
Cabernet;Gavioli Antica;Emilia-Romagna
Cabernet;La Cacciatora;Veneto
Cabernet;Montechiari;Toscana
Cabernet;Nardi Sette Fratelli;Delle Venezie
Cabernet;Paladin;Delle Venezie
Cabernet;Reguta;Friuli-Venezia Giulia
Cabernet;Rocca;Salento
Cabernet;Ronco del Gelso;Friuli Isonzo
Cabernet;Salvalai;Delle Venezie
Cabernet;Santa Marina;Delle Venezie
Cabernet;St. Michael-Eppan;Südtirol-Alto Adige
Cabernet;Sutto;Veneto
Cabernet;Terre Nardin;Veneto
Cabernet;Torre di Luna;Trentino-Alto Adige
Cabernet;Vins dal Tor;Friuli-Venezia Giulia
Cabernet;Zorzettig Vini;Delle Venezie
Cabochon Brut Rosé;Monte Rossa;Franciacorta
Cabochon Brut;Monte Rossa;Franciacorta
Cabochon Doppio Zero;Monte Rossa;Franciacorta
Cabochon Stellato Brut;Monte Rossa;Franciacorta
Caburnio;Tenuta Monteti;Toscana
Caccialepre Rosso Piceno;Tenute Pieralisi;Rosso Piceno
Cadet Langhe Chardonnay;Bruno Rocca;Langhe
Cadetto Cerasuolo d'Abruzzo;Castorani;Abruzzo
Cadetto Montepulciano d'Abruzzo;Castorani;Abruzzo
Cadicarassa Cortese dell'Alto Monferrato;Bocchino;Asti
Cadó Red;Fattoria Casabianca;Toscana
Caelum Chianti Colli Senesi;Il Palagione;Toscana
Caesar Augustus Gutturnio;Cantina Valtidone;Emilia-Romagna
Caggio Chianti Colli Senesi;Tenute Niccolai;Chianti Colli Senesi
Caggiolino Bianco;Crociani;Toscana
Caggiolino Rosso;Crociani;Toscana
Cagiòlo Montepulciano d'Abruzzo Riserva;Cantina Tollo;Montepulciano d'Abruzzo
Cagnina Romagna Dolce;Terre Cevico;Romagna
Cainozza Chianti Colli Senesi;Casale Daviddi;Toscana
Caj Barbera d'Alba;Giribaldi;Barbera d'Alba
Cajo Rosso dell'Umbria;Terre de Trinci;Umbria
Cala Forte Morellino di Scansano;Frescobaldi;Morellino di Scansano
Cala Forte Vermentino Toscana;Frescobaldi;Toscana
Cala Reale Vermentino di Sardegna;Sella & Mosca;Vermentino di Sardegna
Cala Silente Vermentino di Sardegna;Santadi;Vermentino di Sardegna
Calabrone;Bastianich;Colli Orientali del Friuli
Calaiancu Bianco;Mortellito;Terre Siciliane
Calaluna Fiano;Paololeo;Puglia
CalaMuri Primitivo;Menhir;Salento
Calanco;Tenuta Le Velette;Umbria
Calandro Toscana;Tenuta Argentiera;Toscana
Calanica Frappato-Syrah;Duca di Salaparuta;Terre Siciliane
Calanica Frappato;Duca di Salaparuta;Terre Siciliane
Calanica Grillo-Viognier;Duca di Salaparuta;Terre Siciliane
Calanica Grillo;Duca di Salaparuta;Terre Siciliane
Calanica Nero d'Avola-Merlot;Duca di Salaparuta;Terre Siciliane
Calanica Syrah;Duca di Salaparuta;Terre Siciliane
Calanìca Chardonnay;Duca di Salaparuta;Terre Siciliane
Calasera Vermentino;Piccini;Toscana
Calasole Vermentino;Rocca di Montemassi;Maremma Toscana
Calcaia Orvieto Classico Superiore Dolce;Barberani;Orvieto Classico
Calcarole Amarone della Valpolicella Classico;Guerrieri Rizzardi;Amarone della Valpolicella Classico
Caldane Bardolino Chiaretto Classico;La Caldane;Veneto
Calenzone;Il Pratello;Emilia-Romagna
Calesan Amarone della Valpolicella;Collis;Colli Berici
Calice Rosso Salice Salentino;Cantine Della Corte;Veneto
Calice Toscana Rosso;Le Chiantigiane;Toscana
Calidonia Chianti Classico Riserva;Bindi Sergardi;Toscana
Caligiano;Badia di Morrona;Chianti
Calinverno;Monte Zovo;Valpolicella
Caliverna;Virgilio Vignato;Veneto
Calivierno;Telaro;Campania
Calldiv Lagrein;Von Braunbach;Südtirol-Alto Adige
Calle Merlot Rosso Veronese;Fasoli Gino;Veneto
Calliope Brut;Cieck;Erbaluce di Caluso
Calmarossa Sicilia Rosso;Santa Maria La Nave;Sicilia
Calore Campania Aglianico;Manimurci;Campania
Calprea Recioto di Soave;Filippi;Veneto
Calvarina Pinot Bianco;Sandro de Bruno;Garda
Calvarino Soave Classico;Pieropan;Veneto
Cambrugiano Verdicchio di Matelica Riserva;Belisario;Verdicchio di Matelica Riserva
Camelot;Firriato;Terre Siciliane
Camestrì Roero Arneis;Marco Porello;Roero
Cami Ripasso della Valpolicella;Cantina Valpantena;Verona
Camilla Barolo;Bruna Grimaldi;Piemonte
Camillona Sauvignon Blanc;Il Cascinone;Piemonte
Campaccio;Terrabianca;Toscana
Campanaio;Podere Monastero;Toscana
Campanaro;Feudi di San Gregorio;Campania
Campanelle Campania Falanghina;Casa Setaro;Campania
Campaner Cabernet Sauvignon Riserva;Kellerei . Cantina KALTERN;Trentino-Alto Adige
Campania 25 Rare;Nativ;Campania
Campania Aglianico Pothos;Giuseppe Siano;Irpinia
Campania Aglianico;Bellaria;Campania
Campania Aglianico;Cantine de Palma;Campania
Campania Aglianico;Colle di San Domenico;Campania
Campania Aglianico;Donnachiara;Campania
Campania Aglianico;Le Otto Terre;Campania
Campania Aglianico;Lunanera;Campania
Campania Aglianico;Michelangelo;Campania
Campania Aglianico;Rocca del Dragone;Campania
Campania Aglianico;Tenuta Scuotto;Campania
Campania Aglianico;Terre di Tufo;Campania
Campania Aglianico;Vigne Verginianae;Campania
Campania Falanghina;Torricino;Campania
Campania Mastro Bianco;Mastroberardino;Campania
Campania Ristorante Salerno Aglianico;Cicirinella;Campania
Campania Rosso;Ciro Picariello;Campania
Campanile Nero d'Avola;Rudini;Terre Siciliane
Campaperi Rosso di Montalcino;Il Valentiano;Rosso di Montalcino
Campapietro Galluccio Rosso;Azienda Agricola San Teodoro;Campania
Campass Barbera d'Alba;Cigliuti;Barbera d'Alba
Campazzi Colline Novaresi Barbera;Francesco Brigatti;Piemonte
Campedel Amarone della Valpolicella Classico;Gamba;Amarone della Valpolicella Classico
Campi Magri Valpolicella Ripasso Superiore;Corte Sant'Alda;Valpolicella Ripasso
Campo Ai Sassi Rosso di Montalcino;Tenuta CastelGiocondo;Rosso di Montalcino
Campo Alla Casa;Enrico Santini;Bolgheri
Campo Alla Sughera;Campo Alla Sughera;Toscana
Campo All’Albero;La Sala;Toscana
Campo Buri Carmenérè-Oseleta;La Cappuccina;Veneto
Campo Ceni Toscana;Ricasoli;Toscana
Campo dei Gigli Amarone della Valpolicella;Tenuta Sant'Antonio;Amarone della Valpolicella
Campo del Bosco Toscana;Azienda Agricola Poggio Salvi;Toscana
Campo del Drago Brunello di Montalcino;Castiglion del Bosco;Toscana
Campo del Maestro Verona;Brunelli;Verona
Campo del Pero Langhe Chardonnay;Giribaldi;Piemonte
Campo del Senatore Barbera d'Asti Superiore;Araldica;Piemonte
Campo del Titari Amarone della Valpolicella Classico Riserva;Brunelli;Valpolicella
Campo della Pieve Vernaccia di San Gimignano;Il Colombaio di Santachiara;Vernaccia di San Gimignano
Campo Denari Valpolicella Superiore;Zanoni;Valpolicella
Campo di Mezzo Sangiovese Superiore;Tre Monti;Emilia-Romagna
Campo di Sasso Insoglio del Cinghiale;Biserno;Toscana
Campo Inferi Amarone della Valpolicella Classico Riserva;Brunelli;Amarone della Valpolicella Classico
Campo León Amarone della Valpolicella;Latium Morini;Amarone della Valpolicella
Campo Madonna Fattoria di Cavalcaselle Cabernet Sauvignon;Montresor;Veneto
Campo Marina Malvasia Nera Salento;Luccarelli;Puglia
Campo Marina Primitivo di Manduria;Luccarelli;Primitivo di Manduria
Campo Marino Primitivo-Merlot;Luccarelli;Puglia
Campo Marna Cinquecento Amarone della Valpolicella;I Campi;Amarone della Valpolicella
Campo Masua Amarone della Valpolicella Classico;Venturini;Amarone della Valpolicella Classico
Campo Moro Barbera Piemonte;Azienda Agricola Accornero;Piemonte
Campo Prognare Rosso Veneto;I Campi;Veneto
Campo Prognài Valpolicella Superiore;Latium Morini;Valpolicella
Campo Quadro Barbaresco;Punset;Barbaresco
Campo Reale Nero d'Avola;Tenuta Rapitalà;Terre Siciliane
Campo Romano Langhe Pinot Nero;Poderi Colla;Langhe
Campo Sacro Montepulciano d'Abruzzo;Roxan;Abruzzo
Campo San Paolo Amarone della Valpolicella Classico;Villa Monteleone;Valpolicella
Campo San Vito Valpolicella Ripasso Classico Superiore;Villa Monteleone;Valpolicella
Campo Santa Lena Valpolicella Classico;Villa Monteleone;Valpolicella Classico
Campo V Primitivo di Manduria;Cantina Sava;Primitivo di Manduria
Campo Vecchio Frascati;Castel de Paolis;Frascati
Campo Vecchio;Castel de Paolis;Lazio
Campo Vulcano Soave Classico;I Campi;Soave Classico
Campocroce Valpolicella Superiore;SalvaTerra;Valpolicella
Campodora Romagna Albana Secco;Poderi dal Nespoli;Emilia-Romagna
Campofiorin Rosso Veronese;Masi;Veneto
Campogiovanni Brunello di Montalcino Riserva Il Quercione;San Felice;Brunello di Montalcino
Campogiovanni Brunello di Montalcino;San Felice;Brunello di Montalcino
Campogiovanni Rosso di Montalcino;San Felice;Rosso di Montalcino
Campogrande Orvieto Classico;Santa Cristina;Toscana
Campolaia Rosso Toscana;Rossetti;Chianti
Campolarga Curtefranca Bianco;Mosnel;Franciacorta
Campoleone;Lamborghini;Umbria
Campolieti Valpolicella Classico Superiore;Luigi Righetti;Veneto
Campolieti Valpolicella Ripasso Classico Superiore;Luigi Righetti;Valpolicella Ripasso
Campolongo di Torbe Amarone della Valpolicella Classico;Masi;Veneto
Campolucci;Mannucci Droandi;Toscana
Campolungo Soave Classico;Villa Mattielli;Veneto
Campomaccione Morellino di Scansano;Rocca delle Macìe;Morellino di Scansano
Campone Brunello di Montalcino;Frescobaldi;Brunello di Montalcino
Campone Rosso di Montalcino;Frescobaldi;Rosso di Montalcino
Campora;Falchini;San Gimignano
Camporengo Garganega;Le Fraghe;Veneto
CampoRocco I Corsi Amarone Valpolicella Classico;Le Marognole;Valpolicella
Camporsino Chianti;Principe Corsini;Chianti
Campostarne;Costaripa;Ronchi di Brescia
Campostellato Aglianico;Villa Matilde;Campania
Campot Dolcetto d'Alba;Castello di Verduno;Dolcetto d'Alba
Campovalentino Lugana;Montresor;Amarone della Valpolicella
Camprianese Toscana Rosso;Buccia Nera;Toscana
Campè Nebbiolo d'Alba;Grimaldi Luigino;Piemonte
Canace Nero di Troia;Cantina Diomede;Puglia
Canaiolo;Castello della Paneretta;Chianti
Canaiolo;Poggette;Umbria
Canaiolo;Tenuta di Montecucco;Toscana
Canaiolo;Tiberio;Colli della Toscana Centrale
Canaiuolo Rosato;Sono Montenidoli;Toscana
Canaja Gold Rosso Veronese;Villa Annaberta;Veneto
Canaja Rosso Veronese;Villa Annaberta;Veneto
Canavere Barbera d'Alba Bussia;Giacosa Fratelli;Piemonte
Canavese Barbera;Tenuta Roletto;Piemonte
Canayli Vermentino di Gallura Superiore;Gallura;Vermentino di Gallura
Cancenai Gewürztraminer;Rottensteiner;Südtirol-Alto Adige
Cannellino di Frascati;Castel de Paolis;Lazio
Canneto;D'Angelo;Basilicata
Cannizzaro Campania Fiano;Azienda Agricola San Teodoro;Campania
Cannonau di Sardegna;Antichi Poderi Jerzu;Cannonau di Sardegna
Cannonau di Sardegna;Piero Mancini;Cannonau di Sardegna
Cannonau di Sardegna;Santa Maria La Palma;Alghero
Cannonau di Sardegna;Sella & Mosca;Cannonau di Sardegna
Cannubi Barbera d'Alba;Brezza;Barolo
Cannubi Barolo Riserva;Fratelli Serio & Battista Borgogno;Barolo
Cannubi Barolo;Brezza;Barolo
Cannubi Barolo;Cascina Adelaide;Barolo
Cannubi Barolo;E. Pira & Figli;Barolo
Cannubi Barolo;Fratelli Serio & Battista Borgogno;Barolo
Cannubi Barolo;Luigi Einaudi;Barolo
Cannubi Barolo;Marchesi di Barolo;Barolo
Cannubi Barolo;Réva;Barolo
Cannubi Barolo;Virna;Piemonte
Cannubi Muscatel Barbera d'Alba;Brezza;Barbera d'Alba
Cannubi San Lorenzo-Ravera Barolo;Giuseppe Rinaldi;Barolo
Canonico Negroamaro Salento;Cantine due Palme;Salento
Canorei Roero Arneis;Tenuta Carretta;Roero
Cantagallo Chianti Montalbano;Pierazzuoli;Chianti Montalbano
Cantaloro Rosato;Avignonesi;Toscana
Cantaloro Toscana Bianco;Avignonesi;Toscana
Cantaloro Toscana Rosso;Avignonesi;Toscana
Cantalupi Salice Salentino Riserva;Conti Zecca;Salice Salentino
Cantalupi Salice Salentino Rosso;Conti Zecca;Salice Salentino
Cantico Asti;Campagnola;Verona
Cantico Cabernet Sauvignon;Cantine Mucci;Abruzzo
Cantico Montepulciano d'Abruzzo;Cantine Mucci;Montepulciano d'Abruzzo
Cantico Moscato Spumante;Campagnola;Verona
Cantico;Podere La Cappella;Toscana
Canticum Rosso;Teanum;Puglia
Cantina del Nonno Amarone Recioto della Valpolicella Classico;Bolla;Veneto
Cantina Maestra Diauleri Nebbiolo d'Alba;Enrico Serafino;Nebbiolo d'Alba
Cantina Rossa (Tralcetto);Cantina Zaccagnini;Colline Pescaresi
Canto Fermo Valdobbiadene Prosecco Tranquillo;Bortolomiol;Conegliano-Valdobbiadene Prosecco
Cantodoro Riserva;Feudo Arancio;Sicilia
